country,video_id,clickbaitiness_score
US,5x-d3pabd5o,19.77
US,IXNrHusLXoM,40.26
US,8x7UtZKwfHA,14.78
US,cytyAgu9-bA,97.43
US,muAPJiMho2Y,4.88
US,cy9W-ZywVPc,59.38
US,Thvm6dADOms,14.01
US,ZT0CCaKDxjg,19.04
US,8mhTWqWlQzU,88.97
US,YL9sNrOlK-I,9.51
US,bqFjyo7I8fY,92.45
US,4ubwGb-vLA0,55.23
US,_iGAptGAweo,3.45
US,iGXYZwZEZa0,65.39
US,0cZLo3AAan4,84.81
US,EjW7WzozgI0,6.41
US,oRSm7DUvykk,50.65
US,ih8ex84QoH4,51.45
US,Q48VduIflPk,42.45
US,ck2ClsAoN8w,27.89
US,XGd1dq1BatM,28.55
US,NJAtY43vsl8,45.67
US,pWqef6cbwzI,94.82
US,SONGEiVMygg,5.38
US,Da-2h2B4faU,52.6
US,MWbQdgjsvJI,92.5
US,jE2VvGZktJo,42.07
US,SuzlcQc1iks,95.63
US,eMobkagZu64,77.79
US,0EPY1CKFecs,62.1
US,_wrEYqdTf98,95.06
US,vug4bROR79I,28.16
US,YskVs5VyqHk,19.25
US,OXVm3fhYsEo,0.2
US,ObIQ0s02UHg,31.12
US,D_eZxSYRhco,11.0
US,JANApS0P4z8,2.17
US,J0epg1oHGbM,88.2
US,8sg8lY-leE8,9.47
US,4WnizmrnJlk,39.61
US,I3ysRfAo49k,97.95
US,A8HLnDP6uRM,35.54
US,fzmM0AB60QQ,0.44
US,tG-IGNvfrg8,7.46
US,jhEBBGOD7es,0.89
US,ta6sV6WrElE,78.24
US,oCXvPWJClJg,1.42
US,xvmTr6S00Aw,56.18
US,ZB7_1CoKntI,92.34
US,E60w-0q8Y0Y,93.96
US,ipWfcK1HVdA,75.58
US,XvHSlHhh1gk,57.87
US,vorkmWa7He8,94.54
US,w8vsuOXZBXc,12.04
US,3shrder58iU,11.71
US,6Y65fxIRs8Q,46.57
US,DGdSlnw4D_M,70.03
US,0ycLaWymtKk,91.73
US,0zZ0Y_UZRBw,12.34
US,RHUxyXZBXY8,61.98
US,tpa4kp4lK60,86.79
US,yO9snUMvRuU,8.52
US,qF7SRQFd49E,67.77
US,_Lp5iMI8RWc,89.63
US,kOnQocd799Y,56.13
US,ad_higXixRA,56.66
US,lSaGEo3UfBk,99.17
US,LxoGNkLpgZk,18.44
US,sMLso2du91U,1.74
US,EJjh19zO1lk,6.03
US,Ep6-bNu16_I,90.34
US,vRf3azp1pak,95.3
US,vbiiik_T3Bo,2.46
US,f-xe1qxhcUI,6.78
US,CzmIrPvIzxk,75.78
US,d380meD0W0M,91.7
US,KQRq9FZqNj0,27.35
US,ctx4YBEdOxo,75.55
US,H9wMNxbQM-4,86.45
US,HDx7dI1D1zE,57.21
US,0s6-iFoCFNQ,6.6
US,DQQN_79QrDY,82.66
US,_mHSkHjInS4,9.77
US,12m1rG0Tj7U,11.92
US,wI6a1t-M_48,2.59
US,Hgiu9cqph5Y,60.66
US,VsYmwBOYfW8,88.67
US,M79o2UejYKo,92.82
US,CMA2iF6RuXk,5.73
US,08vIy0y1N9I,85.39
US,VlZ1SWLBfPE,6.19
US,YZ1UN5gvLjQ,5.97
US,Wz_YwUpNOcw,98.89
US,T1-k7VYwsHg,4.48
US,phCIKfJY7SU,4.45
US,2v4-L4PkV9U,72.79
US,o7Ax6SRTGks,47.09
US,T1B1CxmAXLk,51.17
US,r1x0X5PCYak,11.77
US,rQWZK5U233s,80.96
US,JpvC3j9Qxus,10.56
US,eYJCjVkOImU,50.54
US,gEHCXl4J9Qo,13.74
US,BPmAxzEJpWA,21.11
US,jzIE_oKG9PU,53.19
US,nE_TyW-7F4Q,79.93
US,Lj6Y6JCu-l4,55.25
US,Of9GOMM9HPg,2.8
US,HKIIgYFhQlE,18.78
US,Gzy_nCkn88U,1.76
US,GABCneYEE84,66.86
US,39idVpFF7NQ,47.03
US,m9sR3Z0vVOc,40.75
US,5fZiMNo5-uo,0.49
US,f2MZnJlDJ4c,61.78
US,qSKOPBVkpJk,35.27
US,l7ib9Mmkt4Y,43.78
US,-xt_j2aIAkg,7.0
US,dx9mF1KJr0s,60.67
US,jr9QtXwC9vc,6.32
US,O92pekaban8,11.88
US,4k9bXpi1tU4,14.69
US,Bhplg8YCu-M,40.57
US,Oapebl0bADA,9.5
US,aKPz583WRpQ,39.99
US,noUH5aYUBx4,3.12
US,o-BODsf2T68,16.83
US,hHaUQh6Gx-Q,3.97
US,AshvBTw5Z84,12.36
US,QVoleJYgdM8,58.14
US,54z8jWNM0bE,30.81
US,wT_yPn3LfNA,75.09
US,eUgrVCDUCtE,94.05
US,pKkZjjhPCQM,37.65
US,5TbUxGZtwGI,23.3
US,um-1fAVU1OQ,99.07
US,TIQqb80eg24,3.8
US,-7UzyXO-mzk,87.23
US,JBDWIGpKnwM,60.18
US,RK_B4Ez4_5Q,51.06
US,_r0cf42EUBw,78.68
US,K45mFsyZxtU,86.99
US,cQp_C_Zrc3U,1.55
US,au8QGTiPhEw,2.62
US,XWrB4qOF_UA,33.27
US,dt7fU9H8tz8,17.04
US,mXiFHDfvn4A,1.95
US,dwvVhnQTfDk,61.67
US,ZFwylDNpgFc,24.65
US,oI42BohDabU,20.89
US,GjJKdQTD1bc,3.33
US,ghMEmxP0hgw,51.07
US,vU7v5A5P8BM,4.77
US,rNCT91V5dQU,57.93
US,D7plDibrP1U,13.31
US,vXBfwgwT1nQ,4.09
US,9Szts88zY4o,11.06
US,ByeyFfOHgQA,3.3
US,yqulWPljawo,27.79
US,y_WoOYybCro,3.3
US,vW7H-DKivX8,66.49
US,K0u_kAWLJOA,0.24
US,4cXsgT3ZcL8,17.94
US,H7gh2fmdjCU,90.7
US,2kyS6SvSYSE,98.48
US,n-1QWWaRUZI,68.31
US,cZxOvNxbi7U,0.2
US,k1xvol1SCx8,3.91
US,Fmdb-KmlzD8,12.16
US,t6rHHnABoT8,0.81
US,sOmVqjuUHAM,73.29
US,r15_6z9xryo,9.7
US,H8bmr4oR19c,90.69
US,pKFd5rAUM2s,21.75
US,jwkNAJBwoEA,9.62
US,7tYUMo3IgXg,1.56
US,IjTBcqpl2kc,67.57
US,X-zPrXJpiAw,10.27
US,LnFsp6iM5dg,46.51
US,UE-kaxIiNPQ,3.63
US,R9YYmoJjBxI,55.33
US,S45Y5WQ4Ucs,22.63
US,_0ovuLsnU1A,74.91
US,rYzLh2QuraQ,33.54
US,oCXvPWJClJg,1.69
US,QtNvvWsSsoE,3.02
US,ceXPzJ0fZNs,23.87
US,8BQqX3bUqtY,10.79
US,dYXaxeJBj5k,23.0
US,YXTzMOmmEfE,52.38
US,5ek2W8hUvGw,5.21
US,V6wWKNij_1M,1.37
US,cYxzLGk2NcY,16.94
US,7rOQv_6L9fQ,32.7
US,dUztYCMZYls,46.92
US,lfIhBu0TZBs,8.87
US,LvC8VzCcI88,26.9
US,NHZr6P1csiY,4.04
US,Pj-D0jc17D0,34.48
US,VQhIUzPJi8o,79.01
US,IQYLPEuAClo,15.8
US,EbSOKsFHwU8,47.2
US,VVxQ9HC2aeY,4.9
US,DOIw62TXYkg,47.13
US,HFGzgtMyOZY,38.19
US,w2QTDd1sT1E,32.35
US,LN-m0Ci8MZ8,11.06
US,5JYqTSSH6IA,69.09
US,7wDUrQAaYsM,12.31
US,RiGFGXd9Xvs,88.48
US,l4zbAjDVrns,4.02
US,S8e1yxXiODQ,85.92
US,cmoknv58jjE,98.12
US,_X8XtZZYkNA,96.38
US,mkpINSUnDpA,11.42
US,-35jibKqbEo,40.83
US,soBb4X5Hb6k,11.28
US,BspHjvU11y4,12.88
US,floMqK_yHf8,47.93
US,KyQyz2upSgY,3.75
US,1HLMi1s6Tho,99.24
US,DGhPGH2YROA,76.25
US,9SK1I0V6U5c,3.84
US,HTTpDGDAxtg,63.95
US,JFydHaV0klA,39.55
US,YpUDblEURdY,85.32
US,O6BODAJVYc8,74.39
US,EUwzWHD3Htg,44.06
US,x2KAYep8FwI,75.09
US,DjbysQgJ64Y,70.22
US,oX4YCoO6tK4,99.14
US,-2aVkGcI7ZA,41.18
US,Tz5L-rNWZBs,17.49
US,nCwHHLfxA7g,0.43
US,AsTdC2RToIA,6.36
US,8mCcM-PUmLM,92.25
US,sP6Z94dDPEw,2.11
US,HrQNdClwMs4,17.46
US,DM-ni_LSOFE,81.11
US,uovntV3ZMDc,51.39
US,xBiB4CIq9FE,29.19
US,16a1LttU5qc,38.56
US,Z1rZAT2GtmI,73.13
US,UhZ56rcWwRQ,45.38
US,EtfIzNdt9Ac,14.47
US,sV7eDd1d7LI,8.84
US,rdsABjAP8Yg,17.85
US,Zh4c5IrllBg,7.18
US,qUmfriZoMw0,2.02
US,MLTwWIeiA24,68.13
US,v9wbMzkVseE,19.94
US,CT-orZzuN2A,1.48
US,L29S0JPOrV0,2.08
US,OGYASOBiU_E,51.57
US,KbbgQsTbQ9Q,56.4
US,cW5ueE2vUm0,8.26
US,I6N-XuYllgA,5.93
US,7BlT28Tl_VI,58.92
US,PliRMGvytnA,98.0
US,PbRmbhdHDDM,4.07
US,a49beT37Bc0,95.8
US,I8Umj580ls0,57.34
US,99t4EBwIAt8,10.21
US,aMQbRpxgFvs,10.92
US,JyUKqUTp9rc,6.08
US,Ev9rOA2Yjs0,98.38
US,H0g4JxKp4fc,7.3
US,THr_seahKUI,90.2
US,h_67XloYXTc,80.55
US,5NaAwSpswJE,71.38
US,2Nlo2ekTRvI,77.62
US,sjN-NGsRg9g,80.24
US,fJe0cmOvM94,0.51
US,htWO0--MbQg,75.99
US,oY9GVZKwBhI,88.03
US,4Uhe7pNqCFo,28.28
US,pfM1F0fBTo8,77.99
US,1ZXWwIjQnHs,78.42
US,SlbY1tGARUA,0.75
US,6wGj89GE6aQ,45.02
US,b4vTZx_AtHk,58.95
US,R_O5x0LNksM,18.69
US,t9QtXGirWf0,45.22
US,OKgUiBOpsZ4,63.52
US,OBOm_jatVCI,3.36
US,48qcnpCWBq0,55.23
US,Ii3Rr4-Pxow,4.44
US,mB7hkJ33044,15.84
US,Hi2tjMLVpdQ,95.09
US,r8FQ5wUYm9c,53.72
US,MBR2kxt7RK8,51.46
US,beb8zCGMsbI,69.8
US,i9GSF3ROa58,17.71
US,maaWSIlDizs,55.28
US,ET6XGZqOyjY,92.75
US,V8-JfSXPDp0,83.75
US,uUvgMnzplt4,93.47
US,MMGrzOu1amQ,67.4
US,B3qT1k0r9pw,20.62
US,SX9mF288Tb8,70.65
US,SQsPvrev_bQ,82.05
US,1qG_NwTT-2k,66.57
US,GYLBjScgb7o,15.09
US,f04asn4oe4Q,85.35
US,1C9STKF0Lv4,2.52
US,ijUK3z5rt5s,98.31
US,2fouYHWUhZo,11.49
US,ESKmRiLjNpg,54.92
US,cRTwgPj0qx4,87.4
US,oh0k_4SAXpM,2.6
US,I2sRc3j7IU0,24.54
US,CFa-pa0-VqI,28.76
US,LnA7Au-DLUM,4.04
US,Ut7e-0X8lds,83.41
US,zPJl2e38S4g,33.48
US,lfkYyrhWphE,47.91
US,4FEcHK-c2VE,51.81
US,dUMH6DVYskc,97.01
US,IJofEhiRpy0,93.36
US,mcsTWPSMDtg,80.41
US,Zo_mpwmashg,20.08
US,UhiXEgqhBWs,5.64
US,gjXrm2Q-te4,30.72
US,CT-orZzuN2A,1.48
US,tE5C3O71Xqo,87.15
US,WXyLdg4mJxo,7.5
US,dRvKm__GrqU,45.75
US,qCSu-X_aEvo,45.52
US,VllA1V5M38E,85.4
US,6Km34EXxGZ4,21.79
US,lUZPV3gGXgY,98.27
US,3uGIEY7tdg8,6.2
US,Z_kfM-BmVzQ,2.86
US,a7JQzSn8Ptg,4.75
US,9dHLFD_Jveo,5.02
US,THCVReSmm90,43.31
US,fupYIggOq38,51.17
US,eMkZ8GEVgUw,30.06
US,fbHbTBP_u7U,70.43
US,RnaEqiVnad0,96.39
US,23ILq4uxd-w,12.73
US,qPEIPu0V8GQ,17.69
US,9Rr9u6QGgVc,70.31
US,EL1wN_ihL_E,24.61
US,AenmqoozqoA,41.85
US,Zq5ESvmKagc,15.84
US,qmxMAdV6s4U,15.8
US,X9Qh8vsSE-c,50.29
US,5n9xafjynJA,5.19
US,CaE0JD1X12g,85.2
US,I7LJIuB2CHE,7.01
US,UEhsFEgsI5U,3.57
US,IZNAp5g-nPQ,63.71
US,fA8bw85NmlY,70.84
US,zuRd_Eneuk8,87.95
US,yh1NAMi2oLg,81.54
US,YKWGQyz-oLw,93.12
US,USXoINPEhoA,99.4
US,oWithLP0VlQ,17.73
US,9QojtREFuFU,19.83
US,WemDKlmMAIs,94.58
US,BfawmhUVXVo,1.81
US,euaGS3tPRBw,15.58
US,ZHbT3LWwsQ0,4.13
US,0HX039UdGpU,28.01
US,_0Wz8e4W-oE,12.36
US,1lPvUKtHBJA,20.91
US,dH4ZXmeEJXs,86.29
US,gwrfwx1QcDQ,5.01
US,hpsugpjc3dE,89.26
US,AOvCyD9bbDM,88.45
US,fNtLIcyjsnI,23.22
US,TzMJabl_ykk,26.7
US,9JQ2gHDPnDY,46.9
US,y0BlGqwLLGQ,54.53
US,Z9cB0TjfIkM,71.98
US,L8gV7LSt6sI,89.73
US,qNNcSwZAPSE,21.76
US,ve3oQBjcAGI,78.19
US,r2ys-AimNbE,8.47
US,QfNG-YJ3YmU,6.21
US,54BVvP7zvDQ,35.34
US,yN0O8UaTnRA,11.48
US,enH3xA4mYcY,0.48
US,BFkTu8Y1KLs,61.2
US,CP6aYDssDSE,9.37
US,JZoO1Ftj-bM,73.92
US,ut6UYwbt6Xk,8.12
US,88EB0TEGQDA,58.78
US,fLwKs5yslSU,35.16
US,goIXAFdlcUw,58.04
US,yc0kcGgg3o0,87.39
US,6-Bf9yUay50,97.12
US,zbtyaKAMDdk,6.82
US,0PpNlNJ6Nng,51.3
US,MXpPRTHo5fs,14.37
US,WMs3NOW1TDs,8.15
US,pzD9zGcUNrw,68.07
US,3tjHS7JRB4c,38.67
US,q1jzwV_s8_Y,6.97
US,Dwc27Lsr1EY,1.02
US,ir0G79oHXMc,21.18
US,-1Hm41N0dUs,21.69
US,nNZrc_XvF30,54.93
US,b2EOxGUuBWA,4.05
US,RMWTNik9i_8,12.64
US,B3qT1k0r9pw,20.03
US,jlmNwjdYVnk,12.26
US,w2Es7-c9GAk,3.7
US,ldmDBJRARB4,73.57
US,R8WBN3fJmwM,98.34
US,Sy3ERg7OCWo,81.27
US,8udNOTFiqUs,11.43
US,dedaP9ym-hY,33.21
US,4AtOU0dDXv8,42.61
US,r2vDabFVj-A,88.53
US,Q-oM2BQ8Jow,24.76
US,16W7c0mb-rE,87.54
US,gw82GrEt370,90.45
US,42FRgdjveGU,88.62
US,c1npkEoEtos,18.5
US,hu_4yAZVNsU,64.09
US,blgS56pESPk,3.22
US,XdNOI-q70q4,66.7
US,ill2cgCyTUc,6.94
US,3nwwX-DEH1M,90.49
US,GSCP2yg-v2g,8.73
US,ywcNsJb2v2U,95.66
US,_OZJ03OBJj4,81.06
US,2z870cifG_A,64.94
US,eOQpjvnm4ME,44.85
US,m6lY1GXTu5M,69.14
US,NrikvhdYrJE,68.12
US,QUP8vf18oWA,16.23
US,RlSzahonkTk,32.86
US,e1bEWoblGZA,20.27
US,sZoZryCb0P0,42.25
US,wI89nVn6LHk,84.09
US,BJeCOo_CRyE,82.92
US,OHOkdEBpwDc,82.64
US,lk8lozFBXpo,81.74
US,j1v2A5pyGlY,14.52
US,zUrib9ZbraY,46.23
US,4oqvNR1o3Zo,98.24
US,T_o9bDu_srU,63.89
US,8XBLuU_4Qgo,8.37
US,MUWUHf-rzks,39.85
US,yMvpbrJ1CWQ,33.6
US,r4VJ8o6yqzM,45.8
US,fOhB5JyEkOQ,88.44
US,IyRRk3wgKMo,28.91
US,iSt_jbT6rak,2.65
US,6tiphMs-dCY,9.11
US,GWMKelv5Bmw,67.27
US,JGo_a82jfj8,4.11
US,sd80ZipTMDE,43.63
US,n2wIqXBz4os,0.61
US,jjNf6SolPvU,21.35
US,LLiXwMQW_VQ,38.26
US,Iay3Wu6wybA,44.23
US,KNxUDJ8_qI0,98.36
US,ZAD3JJvMWjA,62.09
US,lVudO9x8fbQ,57.39
US,qpkXi0-XkxI,54.62
US,hwQnXjZwQUQ,91.11
US,v6WdrNN9j8w,34.56
US,rEdl2Uetpvo,80.89
US,tgMxQ4qCANg,66.67
US,MidgYgFwgTI,32.35
US,nCPIKP_84qs,3.68
US,6xMBmvevhj0,16.69
US,LDVXOo_HXKU,33.26
US,_1LdMWlNYS4,23.47
US,UmFS7No3t8Y,77.9
US,IpN_wAlYZSs,64.52
US,tWDK9rK-f1Q,55.08
US,jCb-WcxO5SU,91.52
US,8rqztDFvmZ8,3.21
US,wrpeEitIEpA,14.22
US,r8vFZ0HAaz0,70.23
US,2QMjAiy_2t8,46.18
US,l3vbvF8bQfI,91.95
US,42ZE4DCJkEo,69.9
US,lbFzL-0pEeU,13.9
US,44NYFvhXmW8,8.7
US,ElmsIGT85tI,70.43
US,JOZzku2SrzQ,25.38
US,5YgluF8VTWg,96.73
US,QeFwtA3p4Mw,62.6
US,hA8lElh7LFg,94.23
US,v0eafGbrSJ8,51.13
US,oFfMN6lPnlA,48.16
US,SggkMHx4GhQ,89.01
US,FDbb28N7iI8,90.33
US,sw-l5SW5hik,0.94
US,-p-PToD2URA,32.16
US,trcditUaQJg,0.71
US,kz3MEd1Jr0Q,32.38
US,2c9fXDI2EYE,15.62
US,qYNNT1WIhwM,51.61
US,yHHnywiSwIE,93.31
US,r5Kd7ltWS9w,64.3
US,iC7wWFQUUqU,49.17
US,kl39KHS07Xc,44.15
US,J_QGZspO4gg,24.76
US,NyNQLRhsAsk,2.06
US,PJBmeqpw3DY,6.55
US,fEqzx-36pOo,42.13
US,hIyqLdKBAlc,43.59
US,0TNVthqZ3uc,53.94
US,RoIJtobSOqc,56.72
US,894X4nV9Mys,5.31
US,c47kn_Y4y8A,1.68
US,tUbky9YzPZY,81.52
US,y8lFgF_IjPw,0.26
US,UbmGPOHJYpA,54.42
US,D52qnC7dJcQ,83.63
US,BWPrk9PUwQE,82.43
US,9WFf9XY5rME,98.97
US,bI31WqFDxNs,42.34
US,FO6My1joJVc,79.69
US,h-h5Mhlt6O0,48.34
US,kJzSzGbfc0k,55.08
US,ijVLdH5dt-c,4.79
US,GeF_5qo00Uw,43.1
US,y3qfeoqErtY,21.74
US,fmtU3FFpHtU,27.72
US,e2R0NSKtVA0,19.53
US,fd7M_5xW0SI,35.89
US,HHOyg1oDeis,81.57
US,bJWDajO2SZE,80.69
US,dyBFAX4SDEc,7.62
US,CU8qwXYH83c,69.63
US,88EB0TEGQDA,11.57
US,UddlsDsoIWs,9.63
US,7DbslbKsQSk,3.5
US,9Ca8zWJOlFQ,4.4
US,vYb4_ARPNfo,22.21
US,k0BqqEMobcY,77.9
US,S10azlzvS_8,42.04
US,_lUiJsnGXh8,49.02
US,sJGgV3p8JzY,17.72
US,s0Uxzh1E94U,8.49
US,oNpzeIdOtlk,2.81
US,jO7Ysq0m050,71.59
US,8oKl_qDJHt4,29.84
US,gmp6AGFPhzY,1.49
US,nUv22OHdjQU,5.46
US,ys6KVWA4okw,79.13
US,duXW_wPTw0o,31.49
US,8vCn190ti9U,91.58
US,YFHHGETsxkE,24.68
US,iKI6z9dcjMg,58.63
US,B1r4Z3nXPVA,7.09
US,f4FuOi9rvKw,12.36
US,exsOim0Lyl4,2.14
US,EsaHiIdsKpE,60.26
US,VLxl1UeuwHY,43.85
US,eemkTcS0zsM,82.37
US,OsSKFlk8oEo,28.61
US,m0AZ5LKlGyk,8.79
US,kehML-RAkd4,99.51
US,HQiDKE85P3U,80.71
US,a8gzChJsvEo,56.72
US,2GjJ85MImlo,5.04
US,zLJsJR0O6VI,29.98
US,Huab6p5HW0E,86.39
US,SVmuTIQBoio,22.84
US,REt-3P5h4Lo,89.94
US,nr5Pj6GQL2o,7.46
US,e15ZR6XG4Z8,6.47
US,gob0unzEdRw,19.49
US,5hpuoMilm_4,62.95
US,Cf3zj7D8SQ4,13.59
US,yef_HfQoBd8,0.86
US,3nwwX-DEH1M,90.49
US,u0-pfzKbh2k,70.0
US,9yDNAc8YS9c,3.18
US,R9OHn5ZF4Uo,51.53
US,DCUD9kjYOAk,32.04
US,e5bernQdWiE,11.03
US,UZ47aQFp2TQ,91.46
US,O8hm2Ml-pA8,9.3
US,__Wd-iOZQ6k,2.68
US,CRiBnM9l4N4,3.22
US,bvf5DlhvJJE,3.48
US,1MGNw-Y2QPk,96.15
US,7cqYiUmutGI,5.97
US,XAzqBDFs418,25.2
US,0lr497GhD04,98.25
US,GjwjzIFcX7U,3.44
US,tn0hCTyj2Kc,21.49
US,HAGnqSKtn3s,86.51
US,P-2r8XEuCII,77.31
US,dRtqFjYYUY0,2.66
US,0gDVWPPgMKY,19.25
US,Kemqo35m8gk,5.93
US,w77zPAtVTuI,4.09
US,cFeDbPWPyJM,8.65
US,9DUfFHaUpxg,49.06
US,QDr9YTkFNO4,18.93
US,qD2yyikDcDw,84.48
US,V2fw7u1epLg,73.98
US,T_Tx4ZF-TkQ,6.48
US,JcC5VGOx8I8,78.3
US,JRAOdRq-1lw,59.05
US,M-E5wDgptQA,10.75
US,PAHm7SEhhuw,7.74
US,hv3jeGUv9fY,33.81
US,nFpEuUY-zQ0,29.34
US,vRN-32VKEHE,31.51
US,evhLzq7Gsak,6.38
US,xffS8n-M0Jg,46.82
US,jLCHpZ6B1gU,64.22
US,PmUL6wMpMWw,0.8
US,C-DfipidnOE,40.58
US,Q-v4LsbFc5c,52.35
US,kFSm6gany_Q,6.69
US,nMbUA7dghlk,16.96
US,ZKZwrlNHMkk,93.99
US,GbrueARGMhE,40.88
US,4oYYVrEFWE8,4.32
US,7Nv1KoqM6vc,33.59
US,jr8L_hJcCM4,10.91
US,uu99R0zAUEw,32.46
US,M0kcLjxoYS8,24.5
US,pCWH5OW9lDo,18.04
US,prmQgSpV3fA,4.77
US,b1Vi4YGMGkk,17.7
US,U0hAC8O7RoI,75.67
US,H3mX88_tx3Q,3.5
US,DcCh33lJLMw,6.07
US,gs-iqvX6pOA,12.36
US,I5qFoctplSU,17.64
US,0r-zYs6NQu8,98.5
US,szaJ5aW-LUs,75.73
US,tMazN5uH49U,5.18
US,HnnRyhuX_jM,3.95
US,uPyLIBSVrMw,99.19
US,BZt0qjTWNhw,96.84
US,1Xgm5R4eMao,78.14
US,vfHd8MF0ExU,3.59
US,JeRtUXTQ_aQ,41.4
US,xVYmcVgfDNA,50.85
US,h5CLO2n6OxQ,69.4
US,eT4shwU4Yc4,75.74
US,SPYzQplG_YI,90.33
US,hmkSBiZ6XoQ,95.41
US,0IaG9oM4O4s,31.5
US,LymuZ8abvmc,63.31
US,ssVrzoCgr_w,5.8
US,H-WEhug-up8,29.61
US,7s71D2kQrFE,68.8
US,k3uh0MJeypI,94.84
US,FQC29joihwU,44.96
US,nHO50-7l-Vg,19.54
US,9JBKuNrd5m8,74.97
US,oS2MW3YIJew,52.5
US,hBvcngHRTFg,73.5
US,Lxet1zLBTM8,72.54
US,P_If9xMyl10,11.46
US,ksjWPxFPsos,85.27
US,ZO4CMPCmFDE,38.38
US,Me8jYR9Q0kw,24.58
US,Yg8jdBLTtfo,84.38
US,uFDPLyAWpVg,18.16
US,PZxyNX8J7Y4,0.67
US,DNrNMg8_gEs,75.02
US,sTyOtjJyjsg,97.73
US,Dv4Ph97jv44,67.67
US,_7QuvSK-A5E,56.97
US,3g5O-kT9m8k,40.14
US,zkrq7Kpd1so,51.13
US,IGhC2EwCAWM,5.86
US,Ja_GMU7-sjs,2.32
US,n9JVbbRBqfY,67.28
US,6Nr_xHolP1Q,51.13
US,PFH046Fh3ps,9.32
US,N7HFXgyTya0,13.07
US,DbF91ZtpGGc,20.69
US,T4sDURQsUTI,94.98
US,PAczA2saYWM,2.58
US,gS1DbvHHVH0,74.94
US,iM89vdPLbQs,44.78
US,OGPsw2f_HQk,63.22
US,Htu3va7yDMg,17.48
US,PeYARbPHcvk,7.83
US,NzJdS6YC9es,17.4
US,oYvw0GryNs8,76.07
US,No35-c4zXjo,98.33
US,4dpjhcQr0RM,37.36
US,BFWI0GQZA14,48.21
US,Y0D0s9eIKuw,18.39
US,f2kesmAO8VU,46.39
US,pCteBhr4dGY,53.42
US,-oOlAGKBXnA,79.02
US,ToQloh3us1E,45.95
US,YA9DiShszX8,97.31
US,NB3gWkhLkxM,58.4
US,caCdf94Blfw,28.97
US,KKD9DLbRak8,99.62
US,QLFRGj-PPNI,34.32
US,sBMOXHrXJtI,3.82
US,YvfYK0EEhK4,98.16
US,CwKp6Xhy3_4,3.15
US,ir-_cm0BaWc,22.44
US,kSuaykdvl4I,76.15
US,FmmLiydvFI0,2.92
US,mto2mNFbrps,2.07
US,K_XXXDPODmw,1.14
US,3HhK7HbX3Qs,12.21
US,NHrwcQQ38bA,27.32
US,NWOz3OZ6J9M,74.17
US,4vZJn6r0dRw,27.18
US,bRkdzjzqepQ,83.76
US,F8BdzL8OltM,8.67
US,p8t4HQWwDxk,78.98
US,aZdkR_WhA5Q,4.85
US,D-pKeb6Wf4U,7.33
US,c7cYON3uVZo,0.73
US,Ff7wbSwTuEk,26.81
US,oSQZ9NiLoxg,8.31
US,-RUbNqpwOt8,6.5
US,HCO7BWbKipU,91.37
US,41d9Bd7m8js,91.42
US,wa9ZyarpM2U,34.56
US,m4-sL1r9i1I,89.5
US,7IUWv-GmGQg,91.15
US,__1SjDrSMik,84.85
US,uRP4nAGMYCY,19.4
US,8brYvhEg5Aw,13.49
US,TfiTsqa2LB0,98.96
US,NgloGi5xEa8,0.97
US,KrB-ASnFMVQ,61.16
US,EqeIRzY7hIU,96.43
US,DZAiRufPx9A,1.46
US,eiudTjsGM7g,44.63
US,n-H6zIeMiUs,95.7
US,HiQHcbFJv_o,52.89
US,_bVPfM04vOY,25.67
US,MeXyRyxCjT4,91.61
US,YKkp4jZlIfQ,32.28
US,8hKbIhrb1WU,67.32
US,mewW_pRSgEc,7.03
US,GEsK9GudV2M,87.51
US,aoY0J5jSbTM,7.55
US,mlJGtSg5oRw,89.6
US,azFsk42kb5E,2.92
US,au5hwGS4KRE,48.88
US,XiIShINrftE,75.25
US,8O-ZUXGcuWU,0.56
US,JRocY48P0qA,52.24
US,IOuFE-6Awos,7.3
US,nukwmfb8bII,4.47
US,2nshBD9EbxE,32.29
US,4csQhMHvQWk,27.49
US,HEVonh8bjC0,1.88
US,yJqsPBWbtjk,4.28
US,MSzytvDsPfo,13.72
US,Bz947t-vWzE,96.03
US,4L-BPQVZYXM,2.2
US,UCrMn3LLMVU,28.62
US,CZ7KRUYQyKE,81.46
US,-wuvYC0x5lc,67.8
US,aHR5vpQicqw,26.64
US,mhog9LEMCDY,5.11
US,lWHZKP6xXHU,96.62
US,g-F3A9n9BLg,19.72
US,0vKkwJwL77Y,5.85
US,t9GNMVfEiG4,69.34
US,zfeN12n3fxk,0.98
US,9kF9xY74h-E,74.69
US,CtBca6H6Teg,55.71
US,qoPCbB_uGMw,30.68
US,aCoDqL1dK9c,11.12
US,C0KnxhQMLBU,1.54
US,kWku5rgaJWM,11.59
US,IkV5VpEROW0,55.44
US,l3xmc0pzzJI,41.81
US,fqQ7ymRr5X0,20.38
US,tEmodtG8NV0,67.62
US,af6L1jBZGYA,21.49
US,qmvj7ijV0Q0,2.45
US,D0aAYfRBVik,22.2
US,QF031DwMffQ,89.7
US,xqj7XOv9mC8,0.64
US,k6NTcNFjVjE,28.08
US,07S_Glj3uYs,41.78
US,RP3UsFrDJfY,75.61
US,oddXT5uaRb8,59.47
US,Gv1xjf8BUrY,59.87
US,HxuHo62reRw,10.51
US,dAHolupCEkc,65.03
